0 20.492 -1 49
1 25.345 -1 49
2 59.8728 -1 50
3 79.0595 -1 51
4 79.3022 -1 51
5 80.4466 -1 49
6 155.567 -1 50
7 167.56 -1 49
8 194.636 -1 50
9 229.149 -1 48
10 254.2 -1 49
11 275.258 -1 50
12 282.823 -1 49
13 298.103 -1 49
14 320.4 -1 49
15 327.267 -1 50
16 332.84 -1 50
17 335.305 -1 49
18 337.564 -1 49
19 353.91 -1 49
20 365.992 -1 49
21 374.161 -1 50
22 378.112 -1 49
23 379.056 -1 49
24 404.762 -1 50
25 424.449 -1 50
26 429.505 -1 48
27 449.721 -1 50
28 451.168 -1 50
29 462.251 -1 49
30 477.463 -1 50
31 490.855 -1 49
32 507.465 -1 50
33 540.998 -1 49
34 547.885 -1 49
35 560.784 -1 48
36 561.737 -1 49
37 600.843 -1 49
38 604.503 -1 50
39 651.693 -1 49
40 658.357 -1 50
41 667.149 -1 49
42 667.601 -1 49
43 668.351 -1 49
44 668.493 -1 49
45 674.184 -1 50
46 693.019 -1 50
47 704.818 -1 49
48 710.998 -1 50
49 721.528 -1 50
50 745.36 -1 48
51 772.159 -1 50
52 794.339 -1 50
53 805.555 -1 49
54 814.023 -1 48
55 826.699 -1 50
56 834.862 -1 49
57 860.372 -1 50
58 873.351 -1 48
59 882.113 -1 50
60 900.603 -1 49
61 904.653 -1 50
62 911.209 -1 48
63 917.766 -1 50
64 936.258 -1 50
65 973.596 -1 50
66 977.05 -1 50
67 978.798 -1 50
68 997.294 -1 49
69 1009.17 -1 50
70 1011.32 -1 50
71 1012.96 -1 50
72 1062.94 -1 49
73 1067.19 -1 49
74 1070.14 -1 50
75 1085.82 -1 50
76 1096.7 -1 50
77 1104.66 -1 49
78 1124.95 -1 49
79 1138.63 -1 50
80 1154.52 -1 49
81 1189.36 -1 48
82 1193.31 -1 49
83 1196.16 -1 49
84 1196.7 -1 48
85 1211.39 -1 49
86 1256.85 -1 49
87 1267.62 -1 50
88 1291.02 -1 49
89 1297.38 -1 50
90 1300.43 -1 49
91 1301.88 -1 48
92 1304.42 -1 49
93 1320.3 -1 48
94 1324.26 -1 50
95 1332.42 -1 49
96 1344.8 -1 49
97 1360.68 -1 50
98 1375.86 -1 50
99 1377.11 -1 48
100 1411.74 -1 50
101 1424.01 -1 50
102 1462.55 -1 50
103 1487.25 -1 49
104 1498.92 -1 49
105 1508.39 -1 50
106 1514.05 -1 49
107 1534.64 -1 50
108 1541.1 -1 48
109 1550.37 -1 50
110 1565.15 -1 50
111 1565.39 -1 51
112 1604.83 -1 50
113 1617.7 -1 50
114 1621.35 -1 49
115 1640.74 -1 50
116 1644.8 -1 50
117 1675.22 -1 49
118 1676.36 -1 50
119 1700.57 -1 50
120 1706.62 -1 50
121 1727.32 -1 49
122 1758.94 -1 51
123 1767.1 -1 51
124 1767.45 -1 52
125 1807.19 -1 51
126 1816.15 -1 50
127 1824.61 -1 51
128 1860.55 -1 51
129 1867.41 -1 50
130 1879.99 -1 51
131 1905.4 -1 50
132 1907.75 -1 51
133 1921.74 -1 52
134 1929.6 -1 51
135 1934.56 -1 51
136 1970.5 -1 50
137 2004.43 -1 50
138 2005.78 -1 50
139 2012.94 -1 51
140 2023.71 -1 50
141 2058.95 -1 50
142 2086.88 -1 51
143 2092.74 -1 50
144 2098.4 -1 51
145 2100.84 -1 50
146 2137.69 -1 50
147 2146.95 -1 50
148 2172.67 -1 51
149 2179.33 -1 51
150 2191.21 -1 51
151 2199.07 -1 50
152 2243.85 -1 51
153 2246.39 -1 50
154 2288.85 -1 51
155 2294.7 -1 50
156 2302.57 -1 51
157 2315.45 -1 51
158 2343.89 -1 50
159 2352.37 -1 50
160 2388.52 -1 49
161 2405.22 -1 49
162 2414.69 -1 50
163 2415.53 -1 50
164 2439.45 -1 50
165 2456.84 -1 50
166 2469.82 -1 50
167 2479.29 -1 50
168 2492.37 -1 50
169 2502.75 -1 49
170 2523.15 -1 51
171 2535.44 -1 49
172 2540.5 -1 50
173 2559.81 -1 50
174 2563.56 -1 50
175 2586.77 -1 50
176 2594.34 -1 50
177 2625.37 -1 50
178 2647.59 -1 50
179 2650.54 -1 50
180 2653.19 -1 49
181 2658.05 -1 51
182 2704.53 -1 49
183 2711.69 -1 50
184 2719.57 -1 49
185 2719.81 -1 50
186 2735.19 -1 50
187 2755.79 -1 50
188 2762.75 -1 49
189 2770.72 -1 49
190 2778.18 -1 50
191 2783.83 -1 49
192 2806.43 -1 48
193 2809.68 -1 49
194 2814.13 -1 50
195 2828.61 -1 49
196 2857.33 -1 50
197 2862.08 -1 50
198 2878.86 -1 50
199 2885.33 -1 50
200 2894.59 -1 50
201 2915.29 -1 50
202 2929.87 -1 50
203 2975.82 -1 50
204 2978.07 -1 50
205 3038.07 -1 49
206 3042.92 -1 49
207 3048.58 -1 49
208 3049.22 -1 50
209 3059.19 -1 50
210 3067.75 -1 51
211 3092.96 -1 50
212 3121.08 -1 50
213 3155.51 -1 49
214 3160.16 -1 49
215 3165.71 -1 49
216 3172.27 -1 50
217 3182.74 -1 50
218 3192.41 -1 50
219 3223.63 -1 49
220 3233.6 -1 50
221 3237.65 -1 50
222 3252.33 -1 49
223 3260.8 -1 49
224 3313.48 -1 51
225 3353.53 -1 50
226 3367.41 -1 51
227 3367.95 -1 50
228 3374.11 -1 51
229 3379.66 -1 51
230 3381.91 -1 50
231 3393.59 -1 50
232 3408.27 -1 51
233 3409.92 -1 50
234 3416.27 -1 50
235 3424.24 -1 51
236 3439.32 -1 50
237 3481.57 -1 50
238 3504.77 -1 50
239 3527.18 -1 50
240 3539.96 -1 51
241 3561.95 -1 51
242 3584.26 -1 51
243 3587.41 -1 51
244 3599.68 -1 50
245 3613.56 -1 51
246 3618.52 -1 50
247 3620.47 -1 50
248 3620.81 -1 51
249 3622.96 -1 50
250 3631.02 -1 50
251 3641.19 -1 51
252 3643.14 -1 52
253 3667.54 -1 50
254 3676.1 -1 52
255 3697.5 -1 50
256 3705.66 -1 50
257 3711.62 -1 50
258 3714.97 -1 51
259 3719.72 -1 51
260 3731.19 -1 50
261 3751.79 -1 50
262 3754.84 -1 50
263 3771.63 -1 52
264 3780.4 -1 50
265 3815.83 -1 51
266 3836.12 -1 50
267 3839.37 -1 51
268 3839.71 -1 50
269 3842.46 -1 50
270 3867.98 -1 50
271 3887.77 -1 51
272 3904.26 -1 50
273 3938.19 -1 50
274 3970.22 -1 51
275 3976.98 -1 50
276 4004.1 -1 49
277 4016.07 -1 50
278 4029.95 -1 49
279 4049.04 -1 51
280 4051.29 -1 51
281 4161.03 -1 51
282 4171.7 -1 51
283 4180.97 -1 51
284 4207.58 -1 50
285 4209.62 -1 51
286 4212.17 -1 50
287 4215.52 -1 50
288 4228.12 -1 51
289 4256.97 -1 50
290 4267.06 -1 51
291 4271.42 -1 50
292 4300.21 -1 50
293 4307.87 -1 51
294 4311.62 -1 51
295 4313.66 -1 50
296 4328.45 -1 51
297 4338.35 -1 52
298 4364.96 -1 51
299 4379.54 -1 51
300 4387 -1 50
301 4389.04 -1 50
302 4415.7 -1 50
303 4418.45 -1 50
304 4445.84 -1 51
305 4449.8 -1 51
306 4476.04 -1 51
307 4520.24 -1 50
308 4536.39 -1 50
309 4586.99 -1 51
310 4594.15 -1 51
311 4594.69 -1 50
312 4617.4 -1 51
313 4636.19 -1 51
314 4648.97 -1 52
315 4651.71 -1 50
316 4674.96 -1 51
317 4685.95 -1 50
318 4687.6 -1 51
319 4699.08 -1 50
320 4720.1 -1 50
321 4722.15 -1 51
322 4723.4 -1 50
323 4733.38 -1 51
324 4751.68 -1 50
325 4758.55 -1 52
326 4775.16 -1 51
327 4796.68 -1 51
328 4814.52 -1 51
329 4816.17 -1 51
330 4818.42 -1 52
331 4822.78 -1 52
332 4825.14 -1 51
333 4825.48 -1 51
334 4829.75 -1 51
335 4829.89 -1 50
336 4840.39 -1 51
337 4850.16 -1 51
338 4875.6 -1 51
339 4879.66 -1 51
